name,country,sports,age,gender,philosophy,ambition,hero
ALKTEBI Noura,United Arab Emirates, Athletics,28,Female,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (uaedsf.ae, 24 Apr 2021; alroeya.com, 08 Mar 2019; khaleejtimes.com, 07 Feb 2019)",
ALLAN Gordon,Australia, Cycling Track,23,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org, 29 Mar 2021)",
ALLARD Danik,Canada, Boccia,20,Male,,,
ALLEN Grant,Australia, Cycling Road,41,Male,"""Always turn a negative situation into a positive situation."" (paralympic.org.au, 01 Jan 2011)","To compete at the 2020 Paralympic Games in Tokyo. (xinhuanet.com, 16 Jul 2021)",
ALMANSOORI Ahmad Mubarak,United Arab Emirates, Cycling Road,40,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (ahmadalmutaiwei.com, 09 Dec 2019)",
ALMEHAIRI Ayesha,United Arab Emirates, Shooting,45,Female,"""Sports mean determination, effort, and training."" (Athlete, 23 Aug 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (alroeya.com, 15 Aug 2021)","Coach Mohamed Hussein. (Athlete, 23 Aug 2021)"
ALMEIDA RAMOS Aser Mateus,Brazil, Athletics,30,Male,"""Life is eternal winning and losing."" (Facebook profile, 10 Mar 2018)",,
ALMLIE Jazmin,United States of America, Shooting,39,Female,"""My disability has taught me that there's a whole new side of things, there's a whole different side of your life. Don't be afraid to try new things."" (Angel City Sports YouTube channel, 30 Jul 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (Angel City Sports YouTube channel, 30 Jul 2021)",
ALMONACID HEYL Vicente Enrique,Chile, Swimming,20,Male,"""Dreams are made to be real."" (Teleton Chile Facebook page, 13 Dec 2017)","To win a medal at the 2020 Paralympic Games in Tokyo, and to win gold at the 2023 Parapan American Games in Santiago, Chile. (santiago2023.org, 27 Oct 2020)","British swimmer Adam Peaty. (Athlete, 10 Sep 2019)"
ALMUTAIRI Ahmad,Kuwait, Athletics,27,Male,,,"Kuwaiti Para sprinter Hamad Aladwani. (Athlete, 17 Jul 2017)"
ALMYRISL Maryam,Saudi Arabia, Table Tennis,39,Female,,,
ALNAKHLI Ali,Saudi Arabia, Athletics,21,Male,,,
ALNUAIMI Saif,United Arab Emirates, Shooting,43,Male,,,
ALOMARI Rooba,Bahrain, Athletics,30,Female,"""Challenge yourself."" (Athlete, 25 Aug 2021)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (paralympic.org, 05 Nov 2016)",
ALONSO MORALES Michelle,Spain, Swimming,27,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (Paralympic Games YouTube channel, 09 Aug 2020)","US swimmer Michael Phelps, Spanish Para swimmer Teresa Perales. (Athlete, 03 Dec 2017, 12 Jul 2015)"
ALONSO VILARINO Maria,Spain, Wheelchair Basketball,39,Female,"""Through sport, we can help normalise the situation and stop seeing impairment as a reason for discrimination. When we compete, we are all equal."" (atlantico.net, 03 Dec 2019)","To compete at the 2020 Paralympic Games in Tokyo. (atlantico.net, 06 Jul 2019)",
ALPHONSE Marie Emmanuelle Anais,Mauritius, Athletics,25,Female,"""The best view comes after the hardest climb."" (Athlete, 20 Aug 2021)","To compete at the 2020 and 2024 Paralympic Games. (lemauricien.com, 25 Sep 2020)","Her grandfather Laval Lebrasse, her father Jean Alain Alphonse, Mauritian Para athletics coach Jean-Marie Bhugeerathee, US Para athlete Tatyana McFadden, Swiss Para athlete Manuela Schaer. (Athlete, 20 Aug 2021, 07 Nov 2019)"
ALQURASHI Adbulrahman,Saudi Arabia, Athletics,23,Male,,,
ALRAOAD Naseb Fateh Mohammed,Yemen, Athletics,33,Male,,,
ALTIN Fatma Damla,Turkey, Athletics,18,Female,,,
ALTINTAS Nergiz,Turkey, Table Tennis,31,Female,"""Fight!"" (Athlete, 15 May 2016)","To compete at the 2020 Paralympic Games in Tokyo. (trtspor.com.tr, 10 Mar 2020)","Turkish Para table tennis player Abdullah Ozturk. (Athlete, 15 May 2016)"
ALTUNOLUK Sevda,Turkey, Goalball,27,Female,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (fanatik.com.tr, 13 Mar 2020)",
ALTUNOLUK Sevtap,Turkey, Goalball,26,Female,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (yeniakit.com.tr, 11 Sep 2020)",
ALVES Ricardo,Brazil, Football 5-a-side,32,Male,"""Be the best without losing humility."" (Athlete, 20 Jul 2016)","To compete until the 2024 Paralympic Games in Paris. (folha.uol.com.br, 28 Mar 2021)","Brazilian futsal player Falcao, Argentinian footballer Lionel Messi, Brazilian footballer Neymar Jr. (globoesporte.globo.com, 18 Aug 2015)"
ALVES ROCA Heriberto,Brazil, Archery,41,Male,"""Sport was essential for my recovery and adaptation in society, both psychologically and physically. Sport is everything to me, it helped me become the person I am today and gave me the strength to fight in all areas of my life."" (cbclubes.org.br, 01 Jun 2019)","To compete at the 2020 Paralympic Games in Tokyo. (cbclubes.org.br, 01 Jun 2019)","Brazilian basketball player Oscar Schmidt. (odia.terra.com.br, 22 Jun 2007)"
ALZATE Guillermo,Colombia, Wheelchair Basketball,38,Male,"""Sport has opened many doors and paths for me, and belonging to the national team is a pride for me."" (cpc.org.co, 20 Apr 2021)","To compete at the 2020 Paralympic Games in Tokyo. (colombia.com, 19 Jul 2021)",
ALZEYOUDI Maryam,United Arab Emirates, Athletics,26,Female,"""Work hard to reach your goals."" (Athlete, 23 Aug 2021)","To win a gold medal at the 2024 Paralympic Games in Paris. (Athlete, 23 Aug 2021)",
ALZEYOUDI Mozah,United Arab Emirates, Powerlifting,28,Female,,,"Para powerlifter Mohammed Khamis. (Athlete, 23 Aug 2021)"
AMADU Yusif,Ghana, Athletics,43,Male,,,
AMAIMIA Fathia,Tunisia, Athletics,32,Female,,,"Tunisian Para athlete Raoua Tlili. (Athlete, 15 Jul 2017)"
AMANZHOL Zhanbota,Kazakhstan, Judo,24,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Atyrau Para Judo Team Instagram profile, 05 Aug 2021)",
AMARAL SANTOS Marliane,Brazil, Table Tennis,29,Female,,,
AMCHI Mohamed Nadjib,Algeria, Athletics,30,Male,,,
AMER Ahmed,Egypt, Sitting Volleyball,36,Male,,,
AMGUOUN Mohamed,Morocco, Athletics,32,Male,,,"Moroccan distance runner Hicham El Guerrouj. (Athlete, 23 Aug 2012)"
AMIMOTO Mari,Japan, Wheelchair Basketball,32,Female,"""It is better to regret doing something than not doing something."" (Cyber Sports YouTube channel, 09 May 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (1242.com, 19 Jul 2018)",
AMIRI Hamed,Islamic Republic of Iran, Athletics,39,Male,"""An impairment is not a limitation. People are capable of advancing in any situation. If an ability is taken from you, be sure that you are strengthened in another."" (farsnews.com, 10 Nov 2018)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (farsnews.ir, 09 Nov 2020)",
AMNIR Wassime,Belgium, Goalball,30,Male,,"To win medals at major tournaments. (Athlete, 22 Aug 2021)",
AMODEO Alberto,Italy, Swimming,20,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 12 Jul 2021)",
AMORIM MUNIZ de OLIVEIRA Caio,Brazil, Swimming,28,Male,"""Never get discouraged, believe that dreams do come true."" (reporterdiario.com.br, 20 Nov 2017)",,
AMORIM Victoria,Brazil, Goalball,23,Female,,,
AMOUDI Saida,Morocco, Athletics,41,Female,,,"Coach Al Newiry Ezz Eldin. (Athlete, 21 Nov 2019)"
ANDALOUSSI Ahmed,France, Triathlon,49,Male,"""Always go further."" (ITU, 27 Nov 2015)","To win a medal at the 2020 Paralympic Games in Tokyo. After retiring from competition, he aspires to set up a company to manufacture wheelchairs adapted for sports. (bigorre-mag.fr, 04 Apr 2019; lyceelouisbarthou.fr, 01 Jan 2020)",
ANDERSON Corey,Australia, Athletics,21,Male,"""I want to be the greatest of all time."" (Athlete, 06 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo. (WIN News Toowoomba Facebook page, 21 Feb 2019)","German javelin thrower Johannes Vetter. (Athlete, 06 Nov 2019)"
ANDERSON Patrick,Canada, Wheelchair Basketball,42,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (Paralympic Games YouTube channel, 18 Oct 2020)","US American football player Tom Brady, Swiss tennis player Roger Federer. (cbc.ca, 16 May 2019)"
ANDERSON Shaun,South Africa, Archery,48,Male,"""There's no such word as 'can't' in my vocabulary."" (paralympic.org, 20 Sep 2019)","To win a medal at the 2020 Paralympic Games in Tokyo. (CGTN Africa YouTube Channel, 28 Apr 2021)","South African rugby player Francois Pienaar, English Para archer John Stubbs. (pdby.co.za, 29 Jan 2019)"
ANDERSSON Emil,Sweden, Table Tennis,28,Male,,,
ANDRADE Avelino,Portugal, Boccia,40,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook profile, 19 Jul 2021)","Portuguese footballer Cristiano Ronaldo. (Athlete, 24 Aug 2021)"
ANDRADE de FREITAS David,Brazil, Table Tennis,43,Male,,,"His father. (Athlete, 27 Jul 2016)"
ANDRADE GUILLEN Luis Armando,Mexico, Swimming,26,Male,"""What we do in life echoes in eternity."" (Athlete, 04 Dec 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (informatebcs.com, 20 May 2020)","US basketball player Michael Jordan. (Athlete, 04 Dec 2017)"
ANDRE Fabienne,Great Britain, Athletics,24,Female,"""In terms of coping with pressure, I think at first it is just really important to enjoy what you do, then focus on how to improve as you make progress. A certain level of pressure is okay, as it can motivate you, but never lose the love for the sport that you are trying or doing because of too much self-imposed pressure."" (toyota.co.uk, 22 May 2020)","To compete at the 2020 and 2024 Paralympic Games. (Facebook page, 23 Jul 2021; theargus.co.uk, 22 Jun 2021)",
ANDREEVA Nadezda,RPC, Canoe Sprint,42,Female,,,
ANDREJCIK Samuel,Slovakia, Boccia,24,Male,,,"Brazilian boccia player Dirceu Jose Pinto. (paralympic.org, 31 Mar 2015)"
ANDRES BARRIO Sara,Spain, Athletics,35,Female,"""I prefer not having feet and knowing where I am going, than having feet and being lost."" (Athlete, 13 Jun 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 06 Nov 2019; gerente.com, 25 Nov 2019)","Coach Carlos Llanos Rodriguez. (Athlete, 06 Nov 2019)"
ANDRIEVSKAIA Tatiana,RPC, Archery,43,Female,"""The main thing is not to lose hope. Everything will work out. You have to train hard and believe in yourself."" (sport-rb.ru, 09 Jul 2020)","To compete at the Paralympic Games. (infpol.ru, 15 Jul 2019)",
ANGELINE Anais Anne Lise,Mauritius, Athletics,22,Female,"""Don't give up."" (Athlete, 18 Aug 2021)","To compete at the 2024 Paralympic Games in Paris. (lemauricien.com, 25 Sep 2020)","Her parents, especially her father Nicolas. (Athlete, 07 Nov 2019)"
ANILA IZZAT BAIG Anila,Pakistan, Athletics,30,Female,,,"Coach Akbar Ali Mughal. (Athlete, 08 Nov 2019)"
ANJOS Alex,Sao Tome and Principe, Athletics,30,Male,,,"Jamaican sprinter Usain Bolt. (andimtv.com, 17 Aug 2016)"
ANKER Carlos,Netherlands, Wheelchair Tennis,25,Male,"""Where there is a will there is a way, and if the way is not there, the will makes the way."" (sportsspeakers.nl, 01 Aug 2017)","To compete at the 2020 Paralympic Games in Tokyo. (carlosanker.nl, 16 Feb 2020)","Spanish tennis player Rafael Nadal. (Athlete, 14 Dec 2011)"
ANO Adou Herve,Côte d'Ivoire, Powerlifting,38,Male,"""Always persevere, never give up."" (Athlete, 25 Aug 2021)",,"Nigerian weightlifter Prince Are Feyisetan. (Athlete, 25 Aug 2021)"
ANOBILE Fabio,Italy, Cycling Road,27,Male,"""You're not strong if you don't fall. You're strong if you fall and have the strength to get up again."" (fabioanobile.wixsite.com, 12 Jun 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (fabioanobile.wixsite.com, 12 Jun 2021)","Italian paracyclist and Formula One driver Alex Zanardi. (ethicsport.it, 01 Jan 2020)"
ANON Somkhoun,Thailand, Powerlifting,43,Female,"""For family, for money, for the nation."" (Athlete, 07 Dec 2017)",,"Nigerian Para powerlifter Lucy Ejike. (Athlete, 07 Dec 2017)"
ANTOSOVA Katerina,Czech Republic, Cycling Road,56,Female,"""I don't think an impairment is a reason to give up and stop dreaming. On the contrary, I think it is a reason to finally fulfil your dreams."" (novinky.cz, 09 Oct 2019)","To win a medal at the Paralympic Games. (zeny.iprima.cz, 07 Jan 2020)",
AOKI Charles,United States of America, Wheelchair Rugby,30,Male,"""The brick walls aren't there to keep us out, they are there to show us how bad we want something."" (tucsonmurderball.com, 2012)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (northglenn-thorntonsentinel.com, 08 Nov 2019)","US baseball player Kirby Puckett, US basketball player Kevin Garnett. (wwrc15.com, 01 Jan 2015; usawheelchairrugby.com, 25 Dec 2011)"
APARECIDA de LIMA Moniza,Brazil, Goalball,23,Female,,,
APINIS Aigars,Latvia, Athletics,48,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (apollo.lv, 29 Oct 2020)",
APPLEGATE Jessica-Jane,Great Britain, Swimming,25,Female,"""I love being in the water away from everyone. I've always struggled with mental health issues and in the pool I can be in my own little world."" (edp24.co.uk, 30 Jun 2017)","To compete at the 2020 Paralympic Games in Tokyo. (edp24.co.uk, 04 Feb 2021)","British Para swimmer Ellie Simmonds. (telegraph.co.uk, 02 Sep 2012)"
AQUINO Jonatan,Argentina, Boccia,32,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (CEF REGION 9 YouTube channel, 04 Aug 2020)","Argentinian footballer Lionel Messi. (Athlete, 22 Aug 2021)"
AR Ismail,Turkey, Wheelchair Basketball,35,Male,"""Off the court, I am a very optimistic person who likes to laugh and make people laugh. But when it comes to basketball, I don't care about my opponents. I hate losing, I don't accept it."" (glokalweb.com, 26 Jul 2016)",,"Australian wheelchair basketball player Justin Eveson. (Athlete, 25 Jul 2016)"
ARAI Daisuke,Japan, Wheelchair Tennis,33,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (npparibas.jp, 28 Oct 2020)",
ARANTES Samuel Henrique,Brazil, Sitting Volleyball,34,Male,,,
ARAUJO Lucia,Brazil, Judo,40,Female,"""If you want something and stop halfway, you never really wanted it."" (Athlete, 01 Apr 2016)",,"Brazilians judokas Rogerio Sampaio and Aurelio Miguel, Brazilian Para judoka Antonio Tenorio. (rededoesporte.gov.br, 12 Aug 2015)"
ARAUJO Wilians,Brazil, Judo,29,Male,,,"Brazilian Para judoka Roberto Julian, Brazilian judoka Rafael Silva. (vavel.com.br, 28 Aug 2016; Athlete, 01 Apr 2016)"
ARAVICH Danielle,United States of America, Athletics,25,Female,"""Your only limit is you. My goal in life is to accomplish greatness, and for me I think that will be through sports."" (Instagram profile, 03 Jan 2021; strongharmony.com, 10 Sep 2019)","To compete in the T47 400m at the 2020 Paralympic Games in Tokyo, and in Para Nordic skiing events at the 2022 Paralympic Winter Games in Beijing. (paralympic.org, 29 Jan 2021)","US American football player Peyton Manning. (strongharmony.com, 10 Sep 2019)"
ARBATSKAIA Olga,RPC, Sitting Volleyball,24,Female,,,
ARCE PAYNO Marta,Spain, Judo,44,Female,"""Everything is possible if you are willing to fight for your dreams."" (martaarce.es, 2018)","To compete at the 2020 Paralympic Games in Tokyo. (marca.com, 02 Jul 2019)",
AREKHI Nourmohammad,Islamic Republic of Iran, Athletics,37,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (mehrnews.com, 09 Oct 2018)",
ARENDSE Britney,Ireland, Powerlifting,21,Female,"""Persevere and overcome. Work hard, play hard."" (Athlete, 06 Jun 2019)","To compete at the 2020 Paralympic Games in Tokyo. (gofundme.com, 13 Jul 2017)","Irish boxer Katie Taylor. (Athlete, 06 Jun 2019)"
ARESTI Andonis,Cyprus, Athletics,38,Male,"""Run with your mind."" (Athlete, 13 Jul 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 25 Mar 2020)","US sprinter Michael Johnson. (Athlete, 27 Aug 2021)"
ARESTOVA Irina,RPC, Goalball,25,Female,"""Everything in life is not about achievements, but you need to strive."" (IBSA, 24 Jan 2016)","To win a gold medal at the Paralympic Games. (Athlete, 12 Mar 2020)",
AREZKI Hakim,France, Football 5-a-side,38,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (hautsdefrance.fr, 21 Oct 2020)","French footballer Zinedine Zidane. (sofoot.com, 26 Mar 2019)"
ARINGHIERI Giulia,Italy, Sitting Volleyball,34,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 15 Apr 2021; corrieredellosport.it, 15 Jun 2018)",
ARIPIN Jaenal,Indonesia, Athletics,33,Male,"""Never be fixated on your shortcomings. Always be positive."" (bola.com, 04 Oct 2018)",,"US boxer Muhammad Ali. (Athlete, 07 Nov 2019)"
ARIYASU Ryohei,Japan, Rowing,34,Male,"""When playing sports, I had only perceived my vision impairment as a disadvantage, but it dawned on me that it was actually a 'ticket' to the Paralympic Games. I was able to see my impairment in a positive light for the first time in my life."" (paralympic.org, 25 Apr 2021)","To compete at the 2020 Paralympic Games in Tokyo, and the 2022 Paralympic Winter Games in Beijing. (tokyu-fudosan-hd.co.jp, 19 Nov 2020)",
ARLOY Zsofia,Hungary, Table Tennis,40,Female,"""If you fail, never give up, because fail means 'first attempt in learning'. End is not the end. End means 'effort never dies'. If you get no as an answer, remember no means 'next opportunity'."" (Athlete, 24 May 2016)","To compete at the 2020 Paralympic Games in Tokyo. (asztaliteniszezz.hu, 01 Jul 2020)","Swiss tennis player Roger Federer. (hparalimpia.hu, 29 Jun 2020; Athlete, 24 May 2016)"
ARMENDARIZ ZUBILLAGA Estibalit,Spain, Rowing,47,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (tokio2020.dxtadaptado.com, 25 Jul 2021)",
ARNOLD Hollie,Great Britain, Athletics,27,Female,"""Strong doesn't necessarily mean big and strong. It means powerful, it means you can stand tall and you're proud of yourself. There are loads of other different things that strong involves. I would say a strong mindset as well, so not just being physically strong."" (stylist.co.uk, 02 Nov 2019)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (britishathletics.org.uk, 11 Nov 2019; telegraph.co.uk, 20 Dec 2020)","British heptathlete Jessica Ennis-Hill. (Athlete, 07 Dec 2010)"
